word,len
会通,2
会釈,2
会長,2
会集,2
会頭,2
会食,2
会館,2
会騰,2
伝世,2
伝世品,3
伝令,2
伝助,2
伝奇,2
伝奏,2
伝存,2
伝家,2
伝導,2
伝手,2
伝承,2
伝授,2
伝搬,2
伝教,2
伝書,2
伝来,2
伝染,2
伝法,2
伝票,2
伝統,2
伝習,2
伝聞,2
伝言,2
伝記,2
伝説,2
伝送,2
伝送路,3
伝道,2
伝達,2
伝馬,2
伯仲,2
伯楽,2
伯母,2
伯爵,2
伯父,2
伴侶,2
伴天連,3
伴奏,2
伴星,2
伴走,2
伸子,2
伸展,2
伸張,2
伸筋,2
伸縮,2
伸長,2
似非,2
似顔,2
但書,2
但馬,2
位地,2
位数,2
位格,2
位田,2
位相,2
位置,2
位記,2
位階,2
低下,2
低位,2
低俗,2
低圧,2
低地,2
低層,2
低床,2
低廉,2
低木,2
低気圧,3
低減,2
低温,2
低湿,2
低空,2
低級,2
低翼,2
低落,2
低調,2
低質,2
低迷,2
低速,2
低音,2
低額,2
住人,2
住処,2
住友,2
住宅,2
住家,2
住居,2
住戸,2
住所,2
住持,2
住民,2
住職,2
住金,2
佐官,2
佐幕,2
佐渡,2
佐賀,2
体位,2
体側,2
体内,2
体内時計,4
体制,2
体制派,3
体力,2
体勢,2
体協,2
体型,2
体外,2
体幹,2
体形,2
体得,2
体感,2
体感温度,4
体操,2
体格,2
体毛,2
体液,2
体温,2
体温計,3
体温調飾,4
体現,2
体積,2
体節,2
体節器官,4
体系,2
体罰,2
体育,2
体育会,3
体育大会,4
体育館,3
体臭,2
体色,2
体術,2
体表,2
体裁,2
体言,2
体読,2
体調,2
体質,2
体重,2
体長,2
体面,2
体験,2
体高,2
何事,2
何人,2
何処,2
何十,2
何千,2
何卒,2
何故,2
何時,2
何物,2
何百,2
何者,2
何色,2
余人,2
余儀,2
余分,2
余剰,2
余力,2
余命,2
余地,2
余弦,2
余念,2
余所者,3
余接,2
余暇,2
余波,2
余熱,2
余生,2
余白,2
余程,2
余興,2
余裕,2
余計,2
余話,2
余談,2
余震,2
余韻,2
作中,2
作中人物,4
作事,2
作事場,3
作事料,3
作事方,3
作人,2
作付,2
作例,2
作出,2
作刀,2
作劇,2
作動,2
作務衣,3
作句,2
作品,2
作品名,3
作品集,3
作図,2
作報人物,4
作字,2
作家,2
作庭,2
作成,2
作戦,2
作手,2
作文,2
作料,2
作曲,2
作曲家,3
作業,2
作業仮説,4
作業場,3
作業工程,4
作業機,3
作歌,2
作法,2
作為,2
作物,2
作用,2
作用言,3
作画,2
作目,2
作者,2
作製,2
作詞,2
作詞作曲,4
作詞家,3
作詩,2
作話,2
作陶,2
作難法,3
作風,2
作鹿,2
佳人,2
佳作,2
併催,2
併合,2
併売,2
併存,2
併殺,2
併用,2
併発,2
併置,2
併行,2
併記,2
併設,2
併走,2
併録,2
使命,2
使役,2
使徒,2
使用,2
使番,2
使節,2
使者,2
使臣,2
使途,2
例会,2
例外,2
例年,2
例文,2
例示,2
例祭,2
例規,2
例証,2
例題,2
侍医,2
侍女,2
侍従,2
侍所,2
侍衛,2
侍読,2
侍講,2
供与,2
供出,2
供奉,2
供物,2
供用,2
供給,2
供託,2
供述,2
供養,2
依代,2
依存,2
依拠,2
依然,2
依頼,2
依願,2
価値,2
価千金,3
価格,2
価格帯,3
価額,2
侮蔑,2
侮辱,2
侯爵,2
侵入,2
侵害,2
侵攻,2
侵犯,2
侵略,2
侵襲,2
侵食,2
便乗,2
便利,2
便名,2
便器,2
便宜,2
便座,2
便所,2
便益,2
便秘,2
便覧,2
係争,2
係員,2
係官,2
係属,2
係数,2
係留,2
係累,2
係船,2
係長,2
促成,2
促進,2
促音,2
俊徳,2
俊敏,2
俊秀,2
俊英,2
俊足,2
俗世,2
俗人,2
俗信,2
俗化,2
俗名,2
俗姓,2
俗気,2
俗物,2
俗称,2
俗語,2
俗説,2
俗論,2
俗謡,2
保健,2
保元,2
保全,2
保冷,2
保存,2
保守,2
保安,2
保安要員,4
保延,2
保持,2
保有,2
保母,2
保水,2
保温,2
保湿,2
保留,2
保税,2
保管,2
保管料,3
保線,2
保育,2
保育園,3
保衛,2
保証,2
保証書,3
保護,2
保身,2
保釈,2
保険,2
保障,2
保養,2
信仰,2
信任,2
信号,2
信号機,3
信士,2
信奉,2
信実,2
信州,2
信徒,2
信心,2
信心家,3
信念,2
信愛,2
信教,2
信書,2
信望,2
信条,2
信濃,2
信用,2
信用手形,4
信用金庫,4
信管,2
信組,2
信義,2
信者,2
信託,2
信託事業,4
信託会社,4
信証,2
信販,2
信越,2
信連,2
信金,2
信頼,2
修了,2
修史,2
修士,2
修好,2
修学,2
修学旅行,4
修得,2
修復,2
修整,2
修斗,2
修景,2
修業,2
修正,2
修法,2
修理,2
修築,2
修練,2
修繕,2
修羅,2
修習,2
修行,2
修訂,2
修身,2
修辞,2
修辞法,3
修造,2
修道,2
修道士,3
修飾,2
修養,2
修験,2
修験者,3
修験道,3
俳人,2
俳優,2
俳句,2
俳号,2
俳名,2
俳壇,2
俳誌,2
俳諧,2
俸給,2
倉庫,2
倉敷,2
倉本,2
倉稲魂,3
個人,2
個人手形,4
個体,2
個体発生,4
個別,2
個室,2
個展,2
個性,2
個所,2
個数,2
個物,2
倍加,2
倍増,2
倍数,2
倍率,2
倍速,2
倍音,2
倍額,2
倒伏,2
倒壊,2
倒幕,2
倒木,2
倒産,2
倒立,2
倒錯,2
倒閣,2
候文,2
候補,2
借主,2
借入,2
借受,2
借地,2
借地法,3
借家,2
借景,2
借款,2
借物,2
借用,2
借用証書,4
借財,2
借金,2
値域,2
値段,2
倫理,2
倹約,2
偉丈夫,3
偉人,2
偉大,2
偉業,2
偏光,2
偏向,2
偏在,2
偏執,2
偏屈,2
偏差,2
偏平,2
偏心,2
偏愛,2
偏波,2
偏狭,2
偏移,2
偏見,2
偏角,2
偏重,2
偏食,2
停学,2
停年,2
停戦,2
停止,2
停泊,2
停波,2
停滞,2
停留,2
停職,2
停船,2
停車,2
停電,2
健保,2
健児,2
健全,2
健在,2
健常,2
健康,2
健忘,2
健気,2
健胃,2
健診,2
健闘,2
側壁,2
側女,2
側室,2
側廊,2
側方,2
側板,2
側溝,2
側索,2
側線,2
側芽,2
側転,2
側近,2
側道,2
側部,2
側鎖,2
側面,2
偵察,2
偶像,2
偶数,2
偶然,2
偶発,2
偽作,2
偽典,2
偽史,2
偽名,2
偽善,2
偽書,2
偽札,2
偽物,2
偽者,2
偽薬,2
偽装,2
偽計,2
偽証,2
偽造,2
傍受,2
傍流,2
傍目,2
傍系,2
傍聴,2
傍観,2
傍証,2
傑作,2
傑出,2
傘下,2
備中,2
備前,2
備前機,3
備品,2
備州,2
備後,2
備忘,2
備砲,2
備考,2
備蓄,2
備長,2
催事,2
催促,2
催告,2
催涙,2
催淫,2
催眠,2
催行,2
催馬楽,3
傲岸,2
傲慢,2
債券,2
債務,2
債権,2
傷口,2
傷害,2
傷寒,2
傷心,2
傷病,2
傷痕,2
傷跡,2
傾倒,2
傾向,2
傾城,2
傾斜,2
傾注,2
僅少,2
僅差,2
僚友,2
僚機,2
僚艦,2
僧侶,2
僧兵,2
僧坊,2
僧堂,2
僧寺,2
僧形,2
僧房,2
僧正,2
僧籍,2
僧綱,2
僧都,2
僧院,2
儀典,2
儀式,2
儀礼,2
儒学,2
儒家,2
儒教,2
儒者,2
償却,2
償還,2
償金,2
優位,2
優先,2
優劣,2
優勝,2
優勢,2
優婆塞,3
優待,2
優性,2
優柔,2
優生,2
優男,2
優秀,2
優等,2
優美,2
優良,2
優越,2
優遇,2
優雅,2
元三,2
元中,2
元久,2
元亀,2
元代,2
元凶,2
元利,2
元勲,2
元号,2
元和,2
元型,2
元夫,2
元妻,2
元始,2
元帥,2
元年,2
元彼,2
元徳,2
元応,2
元慶,2
元手,2
元文,2
元方,2
元日,2
元旦,2
元暦,2
元服,2
元朝,2
元本,2
元来,2
元標,2
元正,2
元気,2
元気一杯,4
元気印,3
元永,2
元治,2
元流行,3
元物,2
元祖,2
元素,2
元締,2
元老,2
元職,2
元請,2
元軍,2
元金,2
元首,2
兄妹,2
兄姉,2
兄嫁,2
兄弟,2
兄者,2
兄貴,2
充分,2
充実,2
充当,2
充満,2
充血,2
充足,2
充電,2
兆候,2
兆民,2
先主,2
先人,2
先代,2
先任,2
先住,2
先例,2
先先代,3
先先日,3
先先月,3
先入,2
先出,2
先制,2
先勝,2
先取,2
先史,2
先史時代,4
先哲,2
先天,2
先妻,2
先学,2
先導,2
先導車,3
先帝,2
先年,2
先後,2
先手,2
先手必勝,4
先攻,2
先方,2
先日,2
先月,2
先決,2
先物,2
先物市場,4
先王,2
先生,2
先番,2
先発,2
先発投手,4
先着,2
先祖,2
先程,2
先端,2
先行,2
先行投資,4
先行馬,3
先見,2
先覚,2
先負,2
先輩,2
先述,2
先週,2
先進,2
先進国,3
先達,2
先遣,2
先鋭,2
先陣,2
先頭,2
先駆,2
光一,2
光合成,3
光子,2
光学,2
光害,2
光年,2
光度,2
光彩,2
光復,2
光明,2
光景,2
光束,2
光栄,2
光沢,2
光波,2
光源,2
光照,2
光熱,2
光熱費,3
光緒,2
光線,2
光背,2
光臨,2
光軸,2
光輝,2
光輪,2
光速,2
光量,2
光電,2
光風,2
克己,2
克明,2
克服,2
免官,2
免状,2
免疫,2
免税,2
免罪,2
免職,2
免許,2
免訴,2
免責,2
免除,2
免震,2
児童,2
党人,2
党内,2
党務,2
党勢,2
党友,2
党史,2
党名,2
党員,2
党派,2
党派心,3
党籍,2
党議,2
党首,2
入京,2
入会,2
入会地,3
入会権,3
入会金,3
入信,2
入党,2
入内,2
入出力,3
入出金,3
入力,2
入口,2
入唐,2
入営,2
入団,2
入国,2
入園,2
入城,2
入域,2
入場,2
入場券,3
入場料,3
入場無料,4
入場行進,4
入塾,2
入声,2
入学,2
入学式,3
入学金,3
入学願書,4
入定,2
入室,2
入寂,2
入寮,2
入寺,2
入射,2
入射角,3
入局,2
入居,2
入山,2
入島,2
入市,2
入幕,2
入庁,2
入店,2
入府,2
入庫,2
入念,2
入所,2
入手,2
入換,2
入替,2
入朝,2
入札,2
入村,2
入来,2
入校,2
入植,2
入段,2
入母屋,3
入母屋造,4
入水,2
入江,2
入浴,2
入海,2
入港,2
入湯,2
入滅,2
入獄,2
入用,2
入社,2
入社式,3
入管,2
入籍,2
入線,2
入船,2
入荷,2
入試,2
入賞,2
入退院,3
入道,2
入道襲,3
入道雲,3
入選,2
入部,2
入金,2
入門,2
入閣,2
入院,2
入隊,2
入電,2
入館,2
入魂,2
全人,2
全人代,3
全休,2
全会,2
全体,2
全備,2
全力,2
全力投球,4
全労協,3
全勝,2
全勝優勝,4
全史,2
全周,2
全員,2
全問,2
全図,2
全国,2
全国区,3
全国大会,4
全国的,3
全国紙,3
全国行脚,4
全土,2
全地,2
全域,2
全壊,2
全天,2
全学,2
全学連,3
全室,2
全容,2
全寮,2
全射,2
全局,2
全山,2
全島,2
全州,2
全巻,2
全席,2
全幅,2
全店,2
全廃,2
全快,2
全戸,2
全損,2
全敗,2
全数,2
全文,2
全日,2
全日制,3
全日空,3
全景,2
全曲,2
全書,2
全村,2
全校,2
全校生徒,4
全権,2
全機,2
全治,2
全滅,2
全然,2
全焼,2
全盛,2
全盲,2
全県,2
全知,2
全知全能,4
全社,2
全種,2
全米,2
全粒,2
全線,2
全編,2
全能,2
全般,2
全艦,2
全英,2
全裸,2
全角,2
全訳,2
全話,2
全貌,2
全身,2
全身全霊,4
全車,2
全軍,2
全農,2
全通,2
全速,2
全速力,3
全道,2
全部,2
全量,2
全長,2
全開,2
全集,2
全霊,2
全面,2
全音,2
全額,2
全館,2
全高,2
八丁,2
八丈,2
八分,2
八分目,3
八十,2
八十島,3
八十神,3
八千,2
八千代,3
八千草,3
八卦,2
八双金物,4
八家,2
八尋,2
八島,2
八州,2
八巻,2
八戒,2
八手,2
八方,2
八方美人,4
八景,2
八月大名,4
八木,2
八橋,2
八王子,3
八百,2
八百八町,4
八百屋,3
八百長,3
八苦,2
八角,2
八道,2
八達,2
八重,2
八重垣,3
八重桜,3
八重歯,3
八雲,2
八頭,2
公主,2
公事,2
公事日,3
公人,2
公休,2
公休日,3
公会,2
公会堂,3
公使,2
公債,2
公儀,2
公共,2
公共事業,4
公分母,3
公刊,2
公判,2
公務,2
公募,2
公取委,3
公司,2
公告,2
公営,2
公営企業,4
公団,2
公国,2
公園,2
公地,2
公地公民,4
公報,2
公女,2
公妃,2
公子,2
公孫,2
公孫樹,3
公安,2
公定,2
公定歩合,4
公害,2
公家,2
公家方,3
公差,2
公布,2
公平,2
公平無私,4
公序,2
公庫,2
公式,2
公式戦,3
公式発表,4
公式的,3
公式論,3
公役,2
公徳,2
公徳心,3
公文,2
公文所,3
公文書,3
公方,2
公明,2
公明正大,4
公書,2
公有,2
公有地,3
公案,2
公権力,3
公機日,3
公正,2
公武,2
公武合体,4
公民,2
公水,2
公法,2
公法人,3
公海,2
公準,2
公演,2
公然,2
公爵,2
公物,2
公理,2
公用,2
公用文,3
公田,2
公的,2
公的年金,4
公益,2
公知,2
公示,2
公示地価,4
公社,2
公社債,3
公私,2
公称,2
公立,2
公算,2
公約,2
公署,2
公義,2
公聴,2
公聴会,3
公職,2
公舎,2
公衆,2
公衆道徳,4
公表,2
公言,2
公設,2
公設市場,4
公訴,2
公証,2
公証人,3
公認,2
公論,2
公議,2
公費,2
公路,2
公転,2
公道,2
公達,2
公選,2
公邸,2
公金,2
公開,2
公電,2
公領,2
公館,2
六十,2
六合,2
六方,2
六朝,2
六法,2
六百,2
六花,2
六角,2
六道,2
共作,2
共催,2
共働,2
共創,2
共助,2
共同,2
共同出資,4
共同地,3
共同経営,4
共同電話,4
共和,2
共存,2
共学,2
共役,2
共心,2
共感,2
共振,2
共有,2
共有物,3
共栄,2
共済,2
共済年金,4
共演,2
共犯,2
共生,2
共産,2
共用,2
共用部分,4
共益,2
共立,2
共編,2
共著,2
共訳,2
共謀,2
共通,2
共通点,3
共通語,3
共闘,2
共鳴,2
兵乱,2
兵事,2
兵備,2
兵制,2
兵力,2
兵務,2
兵卒,2
兵員,2
兵営,2
兵器,2
兵団,2
兵士,2
兵学,2
兵庫,2
兵役,2
兵数,2
兵曹,2
兵法,2
兵火,2
兵科,2
兵種,2
兵糧,2
兵舎,2
兵衛,2
兵装,2
兵部,2
兵長,2
兵隊,2
兵馬,2
具体,2
具体化,3
具体的,3
具備,2
具合,2
具名,2
具有,2
具材,2
具格,2
具現,2
具申,2
具象,2
具足,2
典侍,2
典型,2
典拠,2
典物,2
典礼,2
典範,2
典籍,2
典薬,2
兼任,2
兼備,2
兼務,2
兼営,2
兼帯,2
兼業,2
兼業農家,4
兼用,2
兼職,2
兼行,2
兼補,2
内乱,2
内侍,2
内側,2
内偵,2
内儀,2
内分,2
内務,2
内勤,2
内包,2
内向,2
内周,2
内因,2
内国,2
内国会社,4
内国法,3
内国貨物,4
内圧,2
内在,2
内地,2
内地留学,4
内堀,2
内壁,2
内外,2
内外野,3
内妻,2
内定,2
内実,2
内宮,2
内容,2
内容見本,4
内密,2
内幕,2
内廷,2
内径,2
内心,2
内応,2
内情,2
内戦,2
内接,2
内政,2
内数,2
内服,2
内服薬,3
内検,2
内検地,3
内欄米,3
内気,2
内水,2
内海,2
内港,2
内湯,2
内湾,2
内燃,2
内生,2
内用,2
内申,2
内申書,3
内発,2
内的,2
内皮,2
内相,2
内省,2
内示,2
内科,2
内積,2
内紛,2
内緒,2
内緒事,3
内線,2
内縁,2
内耳,2
内職,2
内股,2
内膜,2
内臓,2
内航,2
内蔵,2
内装,2
内裏,2
内製,2
内規,2
内覧,2
内観,2
内角,2
内記,2
内訳,2
内証事,3
内転,2
内輪,2
内輪話,3
内通,2
内造作,3
内道場,3
内部,2
内部事情,4
内部工作,4
内部監査,4
内野,2
内野手,3
内閣,2
内閣総理大臣,6
内陣,2
内陸,2
内陸国,3
内障,2
内需,2
内面,2
内面生活,4
内風呂,3
円上,2
円光,2
円卓,2
円周,2
円周率,3
円唇,2
円堂,2
円墳,2
円安,2
円座,2
円弧,2
円形,2
円心,2
円月,2
円本,2
円板,2
円柱,2
円満,2
円満具足,4
円滑,2
円熟,2
円熟味,3
円環,2
円盤,2
円相場,3
円筒,2
円舞,2
円陣,2
円頂,2
円高,2
円高差益,4
冊子,2
冊封,2
冊数,2
冊立,2
再三,2
再任,2
再会,2
再入,2
再刊,2
再婚,2
再嫁,2
再審,2
再帰,2
再度,2
再建,2
再従兄弟,4
再戦,2
再掲,2
再来,2
再検,2
再構,2
再演,2
再燃,2
再版,2
再犯,2
再現,2
再生,2
再生紙,3
再発,2
再発見,3
再編,2
再考,2
再臨,2
再興,2
再見,2
再訪,2
再話,2
再読,2
再販,2
再起,2
再送,2
再選,2
再録,2
再開,2
冒険,2
冒頭,2
冗談,2
冗長,2
写像,2
写実,2
写実的,3
写本,2
写植,2
写生,2
写生文,3
写真,2
写真集,3
写経,2
冠位,2
冠名,2
冠木門,3
冠水,2
冠状,2
冠称,2
冠羽,2
冠者,2
冠詞,2
冥加,2
冥土,2
冥府,2
冥王,2
冥界,2
冥福,2
冥途,2
冬営,2
冬場,2
冬子,2
冬季,2
冬山,2
冬日,2
冬服,2
冬期,2
冬木,2
冬眠,2
冬至,2
冬芽,2
冬鳥,2
冶金,2
冷凍,2
冷却,2
冷夏,2
冷媒,2
冷害,2
冷徹,2
冷戦,2
冷房,2
冷暖房,3
冷気,2
冷水,2
冷泉,2
冷涼,2
冷淡,2
冷温,2
冷熱,2
冷笑,2
冷蔵,2
冷血,2
冷遇,2
冷酷,2
冷静,2
冷風,2
冷麺,2
凄惨,2
凄絶,2
凄腕,2
准将,2
准尉,2
凍傷,2
凍土,2
凍死,2
凍結,2
凝固,2
凝結,2
凝縮,2
凝視,2
凝集,2
凡人,2
凡例,2
凡夫,2
凡庸,2
凡退,2
処世,2
処世術,3
処処,2
処分,2
処刑,2
処女,2
処女作,3
処断,2
処方,2
処理,2
処置,2
処罰,2
処遇,2
凶作,2
凶器,2
凶弾,2
凶悪,2
凶暴,2
凶行,2
凸凹,2
凸型,2
凸版,2
凹凸,2
凹版,2
凹面,2
出不精,3
出世,2
出世作,3
出世力士,4
出世街道,4
出世証文,4
出丸,2
出仕,2
出会,2
出先,2
出入,2
出入口,3
出入国,3
出兵,2
出典,2
出処,2
出刃,2
出前,2
出力,2
出動,2
出勤,2
出口,2
出合,2
出合相場,4
出向,2
出品,2
出国,2
出土,2
出土品,3
出城,2
出場,2
出塁,2
出奔,2
出家,2
出展,2
出島,2
出帆,2
出席,2
出席日数,4
出店,2
出府,2
出庫,2
出廷,2
出張,2
出張所,3
出張手当,4
出役,2
出征,2
出御,2
出所,2
出撃,2
出方,2
出日和,3
出札,2
出来,2
出来不出来,5
出来事,3
出来心,3
出来高,3
出来高給,4
出格子,3
出欠,2
出水,2
出汁,2
出没,2
出港,2
出漁,2
出演,2
出火,2
出版,2
出版物,3
出版社,3
出物,2
出獄,2
出玉,2
出現,2
出生,2
出生地,3
出産,2
出番,2
出発,2
出発点,3
出発進行,4
出目,2
出目金,3
出社,2
出禁,2
出稿,2
出窓,2
出立,2
出納,2
出緩,2
出羽,2
出自,2
出航,2
出船,2
出色,2
出芽,2
出荷,2
出薦,2
出血,2
出衝,2
出費,2
出資,2
出走,2
出足,2
出身,2
出身地,3
出金,2
出門,2
出陣,2
出雲,2
出頭,2
出頭家老,4
出題,2
出願,2
出顧金,3
出養生,3
出馬,2
刀剣,2
刀匠,2
刀子,2
刀工,2
刀自,2
刀術,2
刀身,2
刀鍛冶,3
刃傷,2
刃先,2
刃文,2
刃物,2
刃長,2
分一,2
分与,2
分乗,2
分会,2
分体,2
分光,2
分党,2
分冊,2
分列,2
分列行進,4
分別,2
分別所,3
分別書方,4
分割,2
分化,2
分区,2
分合,2
分団,2
分国,2
分国法,3
分圧,2
分地,2
分子,2
分子化合物,5
分子量,3
分室,2
分家,2
分宿,2
分封,2
分局,2
分屯,2
分岐,2
分布,2
分布図,3
分店,2
分度器,3
分所,2
分担,2
分担金,3
分掌,2
分教場,3
分散,2
分数,2
分数式,3
分断,2
分明,2
分有,2
分村,2
分析,2
分枝,2
分校,2
分業,2
分極,2
分権,2
分母,2
分水,2
分水嶺,3
分水路,3
分泌,2
分泌物,3
分派,2
分流,2
分流器,3
分点月,3
分煙,2
分画,2
分界,2
分県地図,4
分社,2
分社化,3
分科,2
分科会,3
分立,2
分節,2
分署,2
分脈,2
分裂,2
分見絵図,4
分解,2
分詞,2
分譲,2
分譲地,3
分身,2
分遣,2
分配,2
分野,2
分量,2
分針,2
分銅,2
分間,2
分限,2
分院,2
分隊,2
分離,2
分霊,2
分類,2
分館,2
分骨,2
切先,2
切削,2
切口上,3
切妻,2
切子,2
切実,2
切干,2
切手,2
切換,2
切支丹,3
切断,2
切替,2
切望,2
切札,2
切欠,2
切歯,2
切片,2
切畑,2
切目,2
切石,2
切符,2
切羽,2
切腹,2
切迫,2
切通,2
切開,2
切除,2
刈田,2
刊本,2
刊行,2
刊行物,3
刑事,2
刑務,2
刑場,2
刑期,2
刑死,2
刑法,2
刑罰,2
刑部,2
列代,2
列伝,2
列伝体,3
列侯,2
列国,2
列島,2
列席,2
列強,2
列挙,2
列柱,2
列火,2
列石,2
列福,2
列聖,2
列藩,2
列記,2
列車,2
初世,2
初中級,3
初代,2
初任,2
初任給,3
初冬,2
初出,2
初刊,2
初刷,2
初動,2
初午,2
初号,2
初回,2
初声,2
初夏,2
初夜,2
初夢,2
初婚,2
初子,2
初学,2
初孫,2
初対面,3
初年,2
初心,2
初恋,2
初戦,2
初手,2
初日,2
初旬,2
初春,2
初月,2
初期,2
初歩,2
初段,2
初演,2
初潮,2
初版,2
初球,2
初生,2
初発,2
初秋,2
初稿,2
初穂,2
初等,2
初級,2
初編,2
初老,2
初耳,2
初花,2
初見,2
初診,2
初詣,2
初速,2
初陣,2
初雪,2
初霜,2
初音,2
初頭,2
初風,2
判事,2
判例,2
判別,2
判型,2
判子,2
判官,2
判定,2
判文,2
判断,2
判断力,3
判明,2
判決,2
判決文,3
判然,2
判示,2
判読,2
別世界,3
別人,2
別件,2
別伝,2
別個,2
別冊,2
別口,2
別号,2
別名,2
別命,2
別売,2
別天地,3
別姓,2
別学,2
別宅,2
別室,2
別宮,2
別家,2
別居,2
別巻,2
別当,2
別心,2
別所,2
別本,2
別枠,2
別格,2
別棟,2
別段,2
別物,2
別状,2
別科,2
別称,2
別種,2
別紙,2
別荘,2
別行動,3
別表,2
別記,2
別途,2
別邸,2
別院,2
別離,2
別項,2
別館,2
利他,2
利休色,3
利便,2
利口,2
利器,2
利子,2
利害,2
利尿,2
利己,2
利得,2
利徳,2
利息,2
利根,2
利権,2
利水,2
利活用,3
利潤,2
利点,2
利率,2
利生,2
利用,2
利用厚生,4
利発,2
利益,2
利益配当,4
到底,2
到来,2
到着,2
到達,2
制作,2
制作費,3
制動,2
制圧,2
制定,2
制定法,3
制帽,2
制度,2
制式,2
制御,2
制憲,2
制振,2
制服,2
制札,2
制止,2
制水弁,3
制法,2
制球,2
制球力,3
制空,2
制約,2
制裁,2
制覇,2
制限,2
刷新,2
刷毛,2
券売機,3
券面,2
刹那,2
刺傷,2
刺史,2
刺客,2
刺殺,2
刺毛,2
刺激,2
刺突,2
刺胞,2
刺身,2
刺青,2
刻印,2
刻銘,2
削減,2
削除,2
前世,2
前人,2
前人気,3
前代,2
前任,2
前作,2
前例,2
前側,2
前傾,2
前兆,2
前出,2
前列,2
前前月,3
前半,2
前半生,3
前口上,3
前史,2
前号,2
前名,2
前回,2
前場,2
前売,2
前夜,2
前夫,2
前奏,2
前妻,2
前室,2
前小口,3
前屈,2
前山,2
前席,2
前年,2
前座,2
前庭,2
